id,puzzle,solution,clues,difficulty
1680,.5......6.1.95..249.3...........1.7.8.45........7.2.6.1.8...2..3...7.8..........5,452317986716958324983426751629841573874563192531792468198635247365274819247189635,24,0.0
1681,....49...5..71...6..65..7.9.94.6..3..3...4.....7.....56.......1.7....3......2..9.,712649853589713246346582719894265137135874962267931485623498571978156324451327698,24,0.0
1682,9.......7.....69.1..4......8.153.....5......2..6..9.34..83....9......1832..4.....,982145367537286941164973258841532796359764812726819534678351429495627183213498675,24,0.0
1683,245...93...6..358...8....467.25......8..6.3..3..2..85...3..56.....6..........2...,245816937976423581138957246792538164584169372361274859423795618859641723617382495,27,0.0
1684,3.9..6..1....7..4...8....5..9..5.6......3....71.6..4....5.....3..759.2......62.9.,359846721261975348478123956893451672546237189712689435925714863637598214184362597,25,1.5
1685,....26.4.4.7.....918....5.3.......34.15...2.....3..9..9.36....8..4..8.......92...,539826741467153829182749563798215634315964287246387915923671458674538192851492376,25,0.0
1686,..5.6........4.3982..1.7.............2.4...3.56.28...16.2...4.7.93.........61....,945368172716542398238197654374951286821476539569283741652839417193724865487615923,25,1.0
1687,...5..92.....8......52....1..23...9.9........36.9.2.7.726.4....5.....8....8..3.1.,187534926249186735635297481872365194951478263364912578726841359513629847498753612,25,2.8
1688,1...........1.45...73....6.3..587..27..........86.....8.12...36.......7.......14.,152768394986134527473952861394587612765321489218649753841275936539416278627893145,23,4.3
1689,...13..5.91...5......9...863......6.18.....4..9284.............6....8.37...79...5,268134759917685423435927186374251968186379542592846371721563894659418237843792615,25,1.9
1690,.3..1......4...1..17.....8..2.6...4...8.796.23.......9.4...75....6.2..........91.,632814795584792163179563284927658341418379652365241879841937526796125438253486917,24,1.8
1691,.1...7.4.3..5..7......4.9.2...8....11...234..9.8........3.5....28.1.9.3......2..7,619287345342591786857346912734865291165923478928714653473658129286179534591432867,26,3.1
1692,...1.6.9..4..7.1..26...5.....78...35.2....61.....5.7.....9.3..1.72......3.....4..,758146392943278156261395847697814235825739614134652789486923571572481963319567428,25,3.2
1693,...2387...8..792.....6.1...1....5.....4....3....7.2.9.468.....2..2.....5..3...64.,945238761681479253237651489179345826824196537356782194468513972792864315513927648,26,0.0
1694,...72..6.64.3..9.7....6.......1....528..9.74..7.2.....4.7..3....3......691....8..,193724568648351927752869314369147285281596743574238691427683159835912476916475832,26,3.2
1695,.....7.9.......86.86....2.43.54....8....71..9...........1.82...2....64..93....5..,524867193719243865863195274375429618482671359196358742641582937257936481938714526,24,1.4
1696,.9...2..78.19..52..2..639.....62..8.........14..........3....59.173.........87...,596812437831974526724563918179625384352498671468731295283146759617359842945287163,25,2.1
1697,..4...3.5....76.4.3...4...........1..6.......8.....2.9.9....5.2.2..61..7....9.8..,684129375215376948379548126952783614461952783837614259198437562523861497746295831,22,0.0
1698,..4.3.15................6.9...6.9.8.......5..5.2.843...617....52.39...6.4..3.....,924836157615497823738521649347659281186273594592184376861742935273915468459368712,25,0.0
1699,6.....278...3.7...5...8.6......5...782...6.1.7.5..9....5.9...3....27......4.....2,643591278982367541571482693416853927829746315735129864257918436368274159194635782,25,2.0
1700,..9.6....5....3.......2.36...3..512....9...7.6...374.....8..7.47........345...2..,239768541567143982814529367973485126452916873681237459196852734728394615345671298,25,3.9
1701,.1.3...7......1...4.3...6.22.....1.......6..8....7...57..8..9...4...98..9.6..27..,618324579572691483493587612234958167157246398869173245721865934345719826986432751,24,0.0
1702,....7..1.....4..3.53...9..4.....314....8...72.29........516.3..1.2.......9...72..,264375918987241635531689724658723149413896572729514863845162397172938456396457281,25,2.2
1703,9471..5...5.4....8.............9.8.3.82.74....1........6.....32...9....54.8....7.,947183526251467398836529714574291863382674159619835247165748932723916485498352671,24,0.0
1704,.....24354..1.76.....6......7..2......8..1.5.1..3.8.....3....9..21.7......75.6.8.,716892435459137628382645179675429813238761954194358267563284791821973546947516382,26,1.7
1705,...7.5.......9.4..1.6........2.....8.5..2.7.....4.86.92..9....6....7....9...145..,329745861587691432146832975492167358658329714731458629275983146814576293963214587,23,0.0
1706,...3...8....8..971.....1..6.79......8.379.4...2...........8..5....453..92.....1.3,591367284362845971748921536479218365853796412126534798934182657617453829285679143,25,2.9
1707,5..6...3.....9..4..4......7..218....98..76..2.7..5.......4...583....7..1...5...9.,517648239236791845849235167652184973984376512173952684761429358395867421428513796,25,2.0
1708,...6...2.65....8..8......6.7.8.2...6.3.....5..159..........32...21.4.5.....7....9,149687325653214897872539461798325146236471958415968732567193284921846573384752619,24,0.0
1709,....2..9....79..28.3.....7.9....65...2....98.7..9...36.1.....54..75.....86.3.....,678125493154793628239864175983216547526437981741958236312679854497581362865342719,26,0.0
1710,...43.9....9.5.1...38........1.2.3..6.28......8.64...5....1..5.9..2...3.......7..,516432978249758163738169524491527386652893417387641295873914652964275831125386749,24,0.0
1711,.62....7..4392...8.7...8.3..2.......5....4..3...7.68..2..8.......6.9...1.39...7..,862345179143927568975168234628539417517284693394716825251873946786492351439651782,26,0.0
1712,....8.3.9..2539...5...........6...4..8....1....5..7........8....6.......47...19.8,716482359842539716539176284397615842684923175125847693951368427268794531473251968,21,0.0
1713,....1...5.4..59....78.....29.....7....41...6.....674.3...94..5...6.......1...8...,639712845142859637578436912963584721724193568851267493387941256296375184415628379,23,0.0
1714,..817....37...24.9..4....76.....9...7...5....8......2.5.....842.39..8.6..........,968174235371562489254983176143629758726851394895437621517396842439218567682745913,24,0.0
1715,......2...7..4.31....6.5..9..........3.8.4..515.......7.....6248....1.....95...7.,491387256576249318283615749624153987937824165158796432715938624862471593349562871,23,0.0
1716,........758..39...1...8.......3..8.94......3...9.2...5.6.......954.....33..1...26,643215987587439261192687354725346819416958732839721645261573498954862173378194526,24,2.3
1717,.5...6......48..3..9.5..6.7.65.43..2......75...4..8.....7......62....37....8..2..,451376829276489531893512647965743182382961754714258963137625498628194375549837216,25,2.5
1718,..94....5...76.3.2...9..6...7............912.9..6.......4....1...2..5.......768..,629431785541768392387952641278314569436589127915627438754893216862145973193276854,22,1.8
1719,5...19..3..23.......98.64..6.3....8.8...4...12....87.....5...2........9..7....8..,568419273412357968739826415643971582897245631251638749984563127125784396376192854,24,3.5
1720,8.9..5....7.....35...3...1..1.2...9..2.89...7......2.45..6...8...6..34...92......,839165742471982635265347918714256893623894157958731264547629381186573429392418576,25,0.0
1721,4...5..7.9..36.5..8....1.3....21.......6.7125.....8....9.5...4......4....7....6..,463859271917362584852471936746215398389647125521938467198526743635794812274183659,24,1.4
1722,...67.5......29..7.......12.5.....8.32........76.3....7..36..54.3.8..7.......4.6.,942671538813529647567483912159247386328956471476138295791362854634815729285794163,25,0.0
1723,1..4......6.27.3.5..5........3.679..2..3..7...........8...2.4..9......27.7.8.3...,127435698469278315385691274543167982298354761716982543851729436934516827672843159,24,1.6
1724,..5..7.6...1..4..23.7...95..94..58..1.........68.7.1.....5..2......26.......9..34,925837461681954372347261958794615823153482796268379145876543219439126587512798634,26,2.8
1725,..1.7...3..8...45....165.2.......2.....9...8.1.34......5..3.7.....5......64......,521874963678293451439165827796358214245917386183426579952631748817549632364782195,22,0.0
1726,1..8.42....4..398.....7.6........36....31......5.....7.3........2.6..4....7....91,196854273274163985853279614918745362742316859365928147439581726521697438687432591,23,1.2
1727,.9...27.6.5..948...............6.2..42.......9....5.3.5........8..31..9.16.8...2.,394182756257694813618573942735461289421938675986725431573249168842316597169857324,24,2.0
1728,.....647.1.538........95..3.1...7..99..6..2......5......8...9..52........6.8..7..,893126475175384692642795813316247589954618237287953146738561924521479368469832751,24,0.0
1729,1....7.....4....1.72..148..3...8..5....6....24...59.7..38...2......6.......3.29..,165837429984526713723914865392781654857643192416259378638195247279468531541372986,25,1.6
1730,9..2.....2.......18..974..3....8...2...3..9.......7.4.1..8..3.9.4..5.....7.....8.,967213854234568791815974623796481532481325967523697148152846379348759216679132485,23,1.7
1731,....5412.9.5.....7..6..135.6..3....1.....2...43...5.6.3...2......28.....19......3,873954126915236847246781359629348571751692438438175962387429615562813794194567283,26,2.8
1732,.....5....42...56..836....2.6.....7...9.5....4.8..19...2...765..9..3......5.2..8.,176295438942378561583614792261943875739852146458761923324187659897536214615429387,26,0.0
1733,..1...5.6...43.7.9....8.3....8.9...26..2......3.6.1.5.7.6.24.............94......,341972586862435719975186324458397162617258493239641857786524931523719648194863275,24,0.0
1734,3.1.....95...8...6.....75..9.2..6.....4......67...5.32.2....39.8..7.9..........4.,381654729597382416246917583952136874134278965678495132425861397863749251719523648,24,2.0
1735,6..4..........6.8.8...2..17...5...92..78.2.6.9.5........4.31......9....31......5.,671489325253176489849325617486513792317892564925764831594631278762958143138247956,24,1.9
1736,4.6..82....5......27.6.5.3.........9...9..6.46..241.5.3....7...5..13......2..4...,416378295835429761279615438154786329728953614693241857361897542547132986982564173,26,2.4
1737,2..4.....5...7..6..4..1..79......5.8.3.1.9.....4.6.9.....2...34..9...........18..,297436185513978462648512379976324518832159746154867923781295634469783251325641897,23,1.4
1738,679........83...213.........5.....79..4...86.....97..2...26......1..9........4..3,679412358548376921312985647253648179794123865186597432835261794421739586967854213,23,0.0
1739,........29.8....4.14..3..8..5..89...7.....19...4.....5.....6924.6.3.........2.83.,573894612928651347146732589651289473732465198894173265387516924269348751415927836,25,0.0
1740,4......1..8..3.7.......9.45..3.2...97......6.....5...8..56........1...5..4.2...9.,467582913589431726231769845153826479798314562624957138915643287372198654846275391,22,1.9
1741,.....3.64...5.....4..2..981.1....6...8...4...3.289....54...7.....13.......6.....2,127983564698541273453276981914732658785614329362895147549127836271368495836459712,24,0.0
1742,36.......87.....24...27....15.8..67........58...79.......1.82..2..9....7..3....9.,362584719871369524945271863159843672437612958628795431796138245214956387583427196,25,2.4
1743,.25..........1...8..3...4.6.96..4..38....3..........5.5.764.2..3..5.2.7..........,625489317479316528183275496296754183851923764734861952517648239348592671962137845,23,1.3
1744,.5.28...4...7.9.65..2.4....53....69..........9.84.3.1..9...8.3............1..4..6,159286374843719265672345189534871692716592843928463517297658431465137928381924756,25,4.0
1745,...3...9.75............18....29...1.4..1.63....3..795.126.85...584...............,268374195751298643349561827872953416495126378613847952126485739584739261937612584,25,1.1
1746,6.....82.98.7..5....4....7.....2.6.5.4.51..3...3..8.....8.....3.9.1.......6.3..5.,637951824982743516154682379871329645249516738563478192718295463395164287426837951,25,1.1
1747,7...3..143....52.8..4.....6..2..79..6..9......5...3.2.....9.1.....4.2653...5.....,729638514316745298584219736432857961671924385958163427845396172197482653263571849,26,0.0
1748,......5.....9.....47.............8.77386....5.1.4....929...7.3..41.9........5..98,689732514153984276472165983924513867738629145516478329295847631841396752367251498,24,2.6
1749,6.19...3.34.6...1....4..5...8.15.9...9..42...5.6.........3....47...1...3........8,651987432348625719279431586483156927197842365526793841812379654764518293935264178,25,0.0
1750,.3.5.2.6441...7...5...3..27....142..8.4....5..6.....8...7............9..9....5...,738592164412687593596431827359814276874926351261753489187249635645378912923165748,24,0.0
1751,..7.5..2....3.29....5.1.8.....9..3.6....47....2.......7.....6...6..8..4.4.91...8.,197856423846372951235419867574928316613547298928631574781294635362785149459163782,24,4.2
1752,87......22.53....96....5.7....637.....3.1...4....8.9..95.7......4...6.....1....2.,874169352215378649639245871498637215563912784127584963956721438342856197781493526,25,1.5
1753,.6.....23.....1.......4.9.8..2..93.6.4...5......38..7.7.8.3.......5..4.9..4...53.,469857123283691745517243968872419356346725891195386274758934612631572489924168537,25,0.0
1754,9....5.....84.....7.6..1.5...4..682.5..9..........2.....2..8.7.....4..8...1...2.6,913725468258463917746891352134576829527984631869132745392618574675249183481357296,23,3.0
1755,...4.96......76...67....5.2.....4.579.....2....25.3....1......4...1.....8....73.9,231459678589276431674318592163824957958761243742593186316985724497132865825647319,24,0.0
1756,.96...7...82.6.1.....38.........7..4..7...2..6...1....97.1.....1..9..5.6..8....2.,396451782582769143714382695251897364847635219639214857975126438123948576468573921,24,2.6
1757,......6...3..2...752..8...3........6..7....9....459...7.......161.....4.8.9.34...,178543629934621857526987413495872136287316594361459278743265981612798345859134762,23,1.2
1758,..64.........3...51...28...6..8....9..59..3...3...56725......4...1.........6.1.8.,256419837894736125173528964612873459745962318938145672569387241381254796427691583,24,0.0
1759,.2.1..3.........64736.9....6.....41338....7..4....9.8.....7...52.138.......9..8..,924168357158723964736594128692857413385416792417239586849671235271385649563942871,27,0.0
1760,....3..25..2..8..44...1...35..2.4......1...9..93....6.68.......3.....2..9..6.7...,879436125132958674456712983561294837748163592293875461684321759317589246925647318,24,0.0
1761,51.2.69...........6.3..5...2.1...8.....9.2.....6...47.9...31.....7.8.2.9.5....1..,514276983729813654683495721241367895875942316396158472962731548137584269458629137,25,0.0
1762,...7.96....63......1....7.9.7..24...1...7.9..62...........1.83226.........4..5...,582749613796381254413562789378924561145673928629158347957416832261837495834295176,24,0.0
1763,...5.......19.........132.9......42..4.8.7...5......389.27.8......6..7...78.5..1.,794582361231976854865413279189365427346827195527149638912738546453691782678254913,25,0.0
1764,...........7.6..9..5.8.7....8.3.2........4.5764....8.1..........915...7.8..1....3,268931745417265398953847612785312964139684257642759831526473189391528476874196523,23,1.3
1765,.8.....65.1...2...........46.1..5....7..4..5....296.....7.....3..25.7..8..518.97.,784913265916452387523768194631875429279341856458296731847629513192537648365184972,26,0.0
1766,25....8....31...75....74....657.8...8...1..6....6..7........6....2.4..1..9.....3.,257963841643182975918574326365728194879415263421639758534291687782346519196857432,24,0.0
1767,..543..9..8....7.3.....1..4.4365..2..6...2.4...7..8......86.3...7.....8...2...1..,715436298684529713329781654943657821168392547257148936491865372576213489832974165,26,1.9
1768,...45.1.....1.2..72......6...8...3.....8.7....6.54...28......71.3.2.9.....2...5..,973456128486132957251978463748621395325897614169543782894365271537219846612784539,24,3.9
1769,.53.....8..6.48.5.9...........4..3.....3.94.2..5.8..1...2...........16..41...5...,153976248726148953984523176298417365671359482345682719862734591537891624419265837,23,1.6
1770,5..46.........5..1.9431..5...3...2.64.....9....28347.....9.7.8.........72........,521469873386275491794318652853791246417652938962834715635927184149586327278143569,25,0.0
1771,......8.34.....61..9.....7.5132....6.7..1..5.6..4..7.....85......6..1.4..5.7..3..,167542893435978612298136574513297486874613259629485731342859167786321945951764328,26,3.8
1772,1.42..3...........3.5..8..45..9.........1...283...4.5......6.3...95..8.64.....9..,174259368682743591395168274526987413947315682831624759258496137719532846463871925,24,3.0
1773,..1.39...3.......26..4....15...9831....6.....2...7..68.......4..543.72..........9,421839657385761492679452831567298314198643725243175968712986543954317286836524179,25,2.4
1774,2...7...4......8..8..4...9795...3...3..581......6......8..96..1..6.....9.3..5....,295178634647932815813465297958723146364581972721649583482396751576814329139257468,24,2.5
1775,...8.....5.6.9....8..4.3..7..5.....3...2...9..2..34.8...7...25.16.9.......41.....,371862945546791832892453617415689723638217594729534186987346251163925478254178369,24,2.0
1776,3....6...2..9..7.1.41....9..15.....48..2.......2.......6..32...7..1.8..9......14.,397816425258943761641725398915367284876294513432581976169432857724158639583679142,24,0.0
1777,...2......4..9.7.3...4.56...5.8......69..7.2.7...5..91.........1.6..34..5.....9..,385276149642198753917435682251849367869317524734652891478961235196523478523784916,24,1.1
1778,..586...9..72..6.....9..4.......21463.....7...62..1..39........73149.8...........,145863279897254631623917458579382146318649725462571983956728314731495862284136597,26,2.5
1779,....1..2.5.3.........5.9....964.......8.2..47......18..3.6...7.8.91...3....9.4...,947813625513267498682549713796481352158326947324795186431658279869172534275934861,24,1.5
1780,.8..9............69...521....46........3.7.8....2...5.258..3.6...7.......6....4..,483196725512734896976852143724685319695317284831249657258473961147968532369521478,22,1.8
1781,....2.....1....7.3.7...9..8.51....2....3..1...8......4..6847.9.1..6...7......23..,863725419912468753574139268351984627429376185687251934236847591145693872798512346,24,1.5
1782,5..93....1..5.296..6...7.3....3....64..........1...42.8.347......2.....8.5..9....,574936281138542967269187534795324816426851379381769425813475692942613758657298143,25,2.9
1783,31.6....8.47......9......7....5..49...4..6.536...2..87..2..5.3....1....9.692.....,315672948247958361986341572721583496894716253653429187172895634538164729469237815,27,1.1
1784,.6.....2...2.1.8.5..3..8...9....238...4...5.6...5.....5..3....1.....6....3.1..6.7,869475123472913865153628749915762384324891576687534912546387291791256438238149657,24,2.1
1785,.....482..7.....6.1.6....7.8.4.63........9.3.....17.........6..4.52..3...97......,539674821278135964146982573824563719751829436963417258382741695415296387697358142,23,0.0
1786,6.8......15..623......48....2..5..6..6.9.....5.1...9.7...5.7..949..1.5.........3.,648395721159762384273148695927854163364971852581236947836527419492613578715489236,26,2.2
1787,..........831...5....5..9.......42.543.......9...65.37.4...1.9......3..186.......,596478123783129654124536978678394215435712869912865437347281596259643781861957342,23,0.0
1788,..72.3....39....54........387..........8..54.46...5..194.6..........2.1....91..8.,517243968639781254284569173875194326193826547462375891941658732758432619326917485,25,1.2
1789,....2...8.....8....1..5..69..8.....7671..4...5..9..........6..29.....7.13..28....,435629178769418253812357469298165347671834925543972816184796532926543781357281694,23,0.0
1790,9..342..7.....85.........49..51......7.2..35...2..7...23....6......7......7..49..,956342187421798563783561249845139726179286354362457891234915678598673412617824935,24,0.0
1791,....1.839...9.........2...781..6....2..5...1.5..7...9.....76..16.5..4.....2....7.,724615839356987124981423567819362745247598613563741298498276351675134982132859476,24,2.6
1792,1.....4......257..98...7..5..4..6.93...9..64.3........5..4.2.....7..........53..8,175389426643125789982647315824576193751938642396214857538462971267891534419753268,24,2.8
1793,9....1..............13.59..7.3....6....2..574.6......15.8...2.96..7........8...4.,957621483326948715481375926743519862819236574265487391578164239634792158192853647,23,0.0
1794,.51.97.....73..5......6..7.5.6.2..3....4...1..2.......1.4.....7.....4..8...8.1..9,651297483297348561843165972516729834379486215428513796184932657935674128762851349,24,0.0
1795,.....681...85.2.3......8..6.5..8.....3..691..9..2.47..4.61......9.....2.2......7.,579436812648512937123978546754381269832769154961254783486127395397845621215693478,26,2.3
1796,5....8......14.9.2......8.7....6...4.2.9.16..67.2....91.97.3.4...5............7.1,592378416387146952416529837953867124824951673671234589169783245745612398238495761,26,1.6
1797,1.7.64.5..84.....7............8.73.15..1.....6.........6.5...2......28..9.....4..,197364258384215697256789143429857361538126974671493582863541729745932816912678435,22,0.0
1798,...1.........7.15..59..6..789....5....296....3.....8..2..........473..9..8......1,723154986468279153159386427896413572572968314341527869237891645614735298985642731,23,1.7
1799,.......9..7....8.42.84.1.....91.8....6..........9456..43....2.5...83.....9.7.....,346587192971326854258491736729168543564273918183945627437619285615832479892754361,24,2.4
1800,3.1.8.72..6.27.........59...79...3..4...1.....2.74...9.......91.....3...7..4....6,341986725965274183287135964179562348458319672623748519536827491814693257792451836,25,2.1
1801,.6.9.7....2.6....3..9.5.7....5.1.....8......5.3...9.1.4.....9.1...273..........7.,864937152527681493319452786745318629981726345236549817472865931198273564653194278,23,0.0
1802,8.65.......41....319..3...6..9...45......8.......7...1.5.3.9........78.2......3..,836592174574186923192734586719263458625418739483975261258349617341657892967821345,23,0.0
1803,7....6.348..3........84...7.26...3....8.3...2.9....5...6..9........28.4...1..5..6,719256834842317695635849217126584379578931462493762581264193758957628143381475926,25,1.0
1804,...35...7..6..9.85.9.6.........7....3.2.4..6.8.9....4.....94.71.2......4.8.1.....,248351697716429385593687412164973528372548169859216743635894271921765834487132956,25,2.9
1805,24......77....3..5......4....9..48..6...2.....38..7....7.26.3.89......26....5....,243586197796143285851792463529634871617825934438917652175269348984371526362458719,24,0.0
1806,..21..4.9....481...4......35.4.817...8...5.......3..8.7.5...26....2......9......7,852163479379548126641972853534681792986725314127439685715394268468257931293816547,25,2.6
1807,.7..2..1.....6.92..3.4.......19.....5....163......7....5...8.4...6.3...2......7..,679825314845163927132479568321986475587241639964357281253798146716534892498612753,22,4.0
1808,.8.......9.3..5......2...94..9.2...1..2.8.76.......34..68..3...5..7.......15....7,486971253923845176175236894649327581352184769817659342768413925534792618291568437,24,1.0
1809,.....84.5.5..9....3..1.....1.734..9..8...7.14..5..9....63.2.........4.....9...8..,291738465658492137374165982127346598986257314435819276863521749712984653549673821,24,0.0
1810,...9......6......8.8...4.17.....12..3..8.2......7..35.2........75..48.6...8.2.17.,147985623562173498983264517675431289319852746824796351296517834751348962438629175,25,0.0
1811,.6.2..718...9...4..5...89..4.......9.13..4.....9..7........1.8..7..5.2.....7.2...,964235718138976542257148963485623179713594826629817354592361487876459231341782695,24,0.0
1812,.83.7.9.62...........8.53.......4.......197.....6..1.3..8.....95...4....1.9..2.7.,483271956295463817671895324816734592324519768957628143748156239532947681169382475,24,1.8
1813,......4.247...9.5.6......98....2......2.5...7..814..3.15..3.7...........9..6...8.,819563472473289651625471398761328945342956817598147236156834729284795163937612584,24,2.5
1814,....356..3....6...6..9...781.46......35.2.9..8..5..4.2..8....3..1...8....9.......,982735641347816295651942378124689753735421986869573412578264139416398527293157864,25,2.1
1815,...7..85...1..2..9...9..3..81....2....2.5...7.43.....1...5.....2.7.......5.42.6..,926713854531842769478965312815374296692158437743296581164587923287639145359421678,24,1.7
1816,.4...6.........2.7..5.3.9...7.189.6.1.24...........58..943.....6...971........8..,247956318936841257815732946573189462182465793469273581794318625628597134351624879,25,1.3
1817,.6....83.41...2.......8.27.7.6..81..1..4......5..2..93.8......53.....7......19...,267945831418732956593681274736598142129463587854127693981274365342856719675319428,25,0.0
1818,..3..7...5.4..........86.7..21.7.85.....9..........2.....7....49..5...8.4.2.18..6,683957412574123968219486375321674859845291637796835241138769524967542183452318796,24,0.0
1819,.3.....681.........5.9.....6..3..57...7.....1..95.7...9.1.8...5......42...36.2...,734215968198463752256978143682391574547826391319547286921784635865139427473652819,24,0.0
1820,.782.............5...598.....9..3.....67.5..2..2....8...7...1..9.4.3.5...8...19..,578214639291367845463598217849123756136785492752946381327859164914632578685471923,24,1.0
1821,...569....85..7........4.12..3.1.94...8.752...2...........8.7..1.....3.6.7.....5.,241569837385127694967834512753216948418975263629348175536481729194752386872693451,25,1.4
1822,.7.8..9.4..62.1......3.71.........9..4....5.78...5.3..........61.7..2....59......,271865934936241875584397162715423698643189527892756341328914756167532489459678213,23,1.9
1823,...57.9..8.53.....3......5..3.2...6..1....8..96...14........29...4...1.....14..7.,246578913875319642391624758438297561517463829962851437153786294724935186689142375,24,0.0
1824,..82.14..61.5.49.........6..5.9..6474..6.....9.1..........2........78...........5,798261453612534978345789261853912647427653819961847532186325794539478126274196385,23,1.5
1825,14....6..3.5.....77......8...3..9....6...15.....7352.....9...4.4.8.5..3.....2...8,149378625385612497726594381573269814962841573814735269257983146498156732631427958,25,1.9
1826,6......92.....7.8.5.8241..........6...5.3.9...438.....2...1......1482........3..1,674358192312967584598241376827195463165734928943826715236519847751482639489673251,25,1.7
1827,49...7.5......94.1.2.1......7....8...8......69...1............3...6.2.18..3.4..7.,491867352657329481328154769172596834584273196936418527219785643745632918863941275,23,1.8
1828,.....1.2.1.2.......69.......1.4....9.347..2.......8.1.6...9...2.8...215....6..7..,375861924142973685869254371718426539534719268296538417653197842987342156421685793,24,4.4
1829,38..6.....7.9.3.2.9....2.1..9..2.7...1.6..8.....8...936..1.......8.4.......3...4.,382461975571983624946752318893524761417639852265817493634195287758246139129378546,25,0.0
1830,........43...26.7..41...2....3..4.....5...9...94..7.8....2....5.527..4.....3.8...,526173894389426571741985263873694152165832947294517386638249715952761438417358629,24,0.0
1831,9.3..2.7......8...4...1.6...1.2.......98.1...3...6...41.8.....3..2....95.....38..,983652471261478359457319628816245937749831562325967184178596243632184795594723816,24,1.7
1832,..2.......3....6.9..9..4.8.....2.5..8..3.5.2.9.............3.5.74.9..8.1..1.....6,182697345534281679679534182413729568867315924925846713298163457746952831351478296,23,1.6
1833,..3.1....9..64....1...7..6.5.7....1.......8.5.8....9...427...91.9........7..56.2.,763812459928645173154379268537498612419267835286531947642783591395124786871956324,25,1.4
1834,.82...1.35.....2.....9....54..3..91...1629...........8..9.4..5...4..7....2....3..,982754163546813297173962485467385912831629574295471638319248756654137829728596341,24,1.9
1835,....6..5...8...3..2.15....8..3...5.79..4..8.2...9...1......84..87...4.....5.....9,394867251758219346261543978423186597916475832587932614132798465879654123645321789,24,2.1
1836,..59.....7....1....9..7.......5...4...4...51.6.7...8..2..3..9.198.4..2.....8..4..,165983724738241659492675138819562347324798516657134892246357981983416275571829463,24,1.9
1837,....9..629...8....5.2........926...7.78...........34.....3..75..4.7....92.....1.3,783194562964582371512637948439265817678419235125873496896321754341758629257946183,24,3.6
1838,56..8...2.412...9.9...6..5......3...4..1.......79.8..3....1..4......7.3..18...7.9,563789412841235697972461358186523974439176285257948163795312846624897531318654729,26,3.0
1839,97.8..1...5..94..8.....................31.7..51.248........6.7..2....3.18......6.,974862153153794628268531497389657214642319785517248936435126879726985341891473562,23,3.9
1840,5........8.74..9..432...5.774.96......3.4....6.1....3....25..6.....8.2.....3.6.8.,569712348817435926432698517748963152253841679691527834184259763376184295925376481,27,1.2
1841,54.....1.......48...62.5..7.5...4......1..8.4.62.5.........1.3.92.............6.9,543798216297613485186245397851374962739162854462859173674921538928536741315487629,23,0.0
1842,.89..1.......72...6.......4........82.5.6..9.3..2..5...4...92.........565..3...1.,789451362431672985652983174974135628215864793368297541846519237193728456527346819,23,0.0
1843,...37.....48........7..1..8...6.9.5.4.....89.8.15...3..56...7.....25....7.2......,629378415148965273537421968273689154465713892891542637356894721914257386782136549,24,0.0
1844,....7..91.18..6.4.........2.2..5............4.5.79..2.2...6437...1.2...8.....9...,432875691918236547567941832129453786873612954654798123285164379391527468746389215,24,1.4
1845,.....8....1..39.289.65...3..6....5..5...84.9.7.9.5......21..4........6.2.......7.,327418965415639728986572134268391547531784296749256813872163459153947682694825371,25,2.6
1846,5172..3..2....7...6...8...93..5..........9524......6........1.7...75...6.8.......,517294368298637415643185279329546781876319524154872693465928137932751846781463952,23,1.4
1847,...58...9......7....1...3....2..7..88..95.6.7......2..7.92....6.2..641..4.....8..,376581429945326781281479365152647938834952617697813254719238546528764193463195872,25,2.1
1848,9...12...7...4......4..92.6.....5.82..6..3.79.35.............5349............17..,968512437721346895354879216179465382846123579235798641617284953493657128582931764,24,3.5
1849,....7..43....1.56....4.....64.3......5876...2..7....1..9....28.7.2........4..81.7,215876943479213568863495721641352879958761432327984615196537284782149356534628197,26,3.2
1850,.5.8.....3.6...4....8.7319..4.1....3..7..8...1.....7..5...9.....3....21..697.....,951842637376915428428673195245167983697238541183459762512394876734586219869721354,25,1.3
1851,........48.91.3.2.5...2.8.7.38..............96...3...2.7.5........49.7.6.1....9..,723685194849173625561924837238759461157246389694831572976518243385492716412367958,24,0.0
1852,.4.....63.....1......6..2........9..63.1.85...1.2.46...6.....2....4......59..7..8,742985163396721854581643279824576931637198542915234687463819725178452396259367418,23,1.8
1853,........76..14..2....2..1...637....8.7..36......41....38.........75..98.1....4...,912653847658147329734298165463729518571836294829415736386972451247561983195384672,24,2.9
1854,.2.1...394..5.3.......7.4.2...7...655.64..........62........8...9....3..3....8.1.,825164739479523681631879452243781965586492173917356248154237896798615324362948517,24,0.0
1855,.2....183.4.2......1.5.3.....7.68..936..7........3......9...8.7......2..4.....3..,925746183643281975718593642257168439364972518891435726139624857586317294472859361,23,1.4
1856,.4.6.....1.5.2....8.....136....932......7..5....4.............5..2..83..7..9...64,943681572165327498827549136516893247384276951279415683698134725452768319731952864,23,1.4
1857,.3....4....68....7.....251.....4....9....1...268..53..31....27.82.1.......4......,132759486456813927789462513571346892943281765268975341315698274827134659694527138,24,1.5
1858,.6..5.7.........439..4.......8..5..9.23......6.9...85......29.........81.5..61.72,462153798187296543935478126748615239523789614619324857371842965296537481854961372,25,2.2
1859,4.........864.....2..57..........53......1.947...43.....3.1...2.18......9....84..,475182369186439257239576148894627531362851794751943826643715982518294673927368415,23,0.0
